UNITID,year,total_enrollment,undergrad_enrollment,grad_enrollment,XEYTOTLT_total
171146,2024,7507.0,5859.0,1648.0,R
171155,2024,4473.0,4473.0,,R
171225,2024,3223.0,3223.0,,R
171234,2024,2056.0,2056.0,,R
171304,2024,5376.0,5376.0,,R
171395,2024,2147.0,2147.0,,R
171456,2024,8049.0,7251.0,798.0,R
171483,2024,3722.0,3722.0,,R
171492,2024,3089.0,2515.0,574.0,R
171535,2024,22881.0,22881.0,,R
171571,2024,18296.0,14541.0,3755.0,R
171599,2024,1088.0,997.0,91.0,R
171775,2024,69.0,69.0,,R
171881,2024,192.0,192.0,,R
171988,2024,196.0,196.0,,R
171997,2024,319.0,319.0,,R
172015,2024,159.0,159.0,,R
172033,2024,410.0,229.0,181.0,R
172051,2024,7637.0,6788.0,849.0,R
172200,2024,12977.0,12977.0,,R
172264,2024,2192.0,2002.0,190.0,R
172291,2024,3999.0,3999.0,,R
172307,2024,2339.0,2339.0,,R
172334,2024,2791.0,1192.0,1599.0,R
172422,2024,340.0,340.0,,R
172477,2024,558.0,,558.0,R
172495,2024,305.0,305.0,,R
172608,2024,1664.0,829.0,835.0,R
172617,2024,21126.0,21126.0,,R
172635,2024,20639.0,20639.0,,R
172644,2024,28051.0,18699.0,9352.0,R
172671,2024,1335.0,1335.0,,R
172680,2024,119.0,119.0,,R
172699,2024,18447.0,14117.0,4330.0,R
172705,2024,493.0,,493.0,R
172866,2024,136.0,136.0,,R
172918,2024,4249.0,4249.0,,R
172954,2024,2625.0,2625.0,,R
172963,2024,10580.0,10580.0,,R
173045,2024,3631.0,2628.0,1003.0,R
173063,2024,4775.0,4775.0,,R
173115,2024,1477.0,1477.0,,R
173124,2024,4956.0,4491.0,465.0,R
173142,2024,967.0,910.0,57.0,R
173160,2024,4501.0,3234.0,1267.0,R
173203,2024,5906.0,5906.0,,R
173258,2024,2106.0,2106.0,,R
173300,2024,1955.0,1846.0,109.0,R
173328,2024,7743.0,3775.0,3968.0,R
173416,2024,3602.0,3602.0,,R
173452,2024,1226.0,1048.0,178.0,R
173461,2024,5607.0,5607.0,,R
173559,2024,6708.0,6708.0,,R
173638,2024,4818.0,4818.0,,R
173647,2024,1970.0,1970.0,,R
173665,2024,2997.0,1861.0,1136.0,R
173683,2024,261.0,,261.0,R
173708,2024,5914.0,5914.0,,R
173735,2024,3688.0,3688.0,,R
173744,2024,890.0,890.0,,R
173799,2024,5284.0,5284.0,,R
173896,2024,392.0,,392.0,R
173902,2024,2158.0,2158.0,,R
173911,2024,4490.0,4490.0,,R
173920,2024,18388.0,15963.0,2425.0,R
173957,2024,1748.0,491.0,1257.0,R
174020,2024,8185.0,7282.0,903.0,R
174066,2024,59339.0,42832.0,16507.0,R
174075,2024,2979.0,2979.0,,R
174127,2024,905.0,749.0,156.0,R
174136,2024,9577.0,9577.0,,R
174154,2024,1174.0,1163.0,11.0,R
174190,2024,110.0,110.0,,R
174233,2024,10069.0,9125.0,944.0,R
174251,2024,1100.0,1100.0,,R
174321,2024,213.0,213.0,,R
174358,2024,5828.0,4329.0,1499.0,R
174376,2024,7229.0,7229.0,,R
174428,2024,14821.0,14821.0,,R
174437,2024,1141.0,1000.0,141.0,R
174473,2024,3261.0,3261.0,,R
174491,2024,3588.0,3475.0,113.0,R
174507,2024,1355.0,594.0,761.0,R
174525,2024,127.0,127.0,,R
174570,2024,2646.0,2646.0,,R
174738,2024,6268.0,6268.0,,R
174747,2024,1482.0,1437.0,45.0,R
174756,2024,4968.0,4968.0,,R
174783,2024,12618.0,9922.0,2696.0,R
174792,2024,1684.0,1506.0,178.0,R
174817,2024,5642.0,1900.0,3742.0,R
174844,2024,3138.0,3138.0,,R
174862,2024,1996.0,1546.0,450.0,R
174899,2024,3847.0,2137.0,1710.0,R
174914,2024,10193.0,6365.0,3828.0,R
174978,2024,248.0,248.0,,R
175005,2024,4300.0,2942.0,1358.0,R
175014,2024,14004.0,12822.0,1182.0,R
175041,2024,7550.0,7550.0,,R
175078,2024,8943.0,8300.0,643.0,R
175120,2024,771.0,771.0,,R
175139,2024,295.0,,295.0,R
175227,2024,1578.0,1578.0,,R
175236,2024,3540.0,3540.0,,R
175263,2024,2692.0,2692.0,,R
175272,2024,6901.0,5947.0,954.0,R
175281,2024,1228.0,,1228.0,R
175315,2024,12097.0,12097.0,,R
175342,2024,3272.0,2731.0,541.0,R
175421,2024,5176.0,1933.0,3243.0,R
175430,2024,1070.0,1012.0,58.0,R
175494,2024,191.0,191.0,,R
175519,2024,2344.0,2344.0,,R
175573,2024,3472.0,3472.0,,R
175616,2024,3636.0,2413.0,1223.0,R
175643,2024,3206.0,3206.0,,R
175652,2024,5047.0,5047.0,,R
175698,2024,30.0,30.0,,R
175722,2024,42.0,42.0,,R
175786,2024,12468.0,12468.0,,R
175810,2024,6971.0,6971.0,,R
175829,2024,6294.0,6294.0,,R
175856,2024,7261.0,5219.0,2042.0,R
175883,2024,5819.0,5819.0,,R
175935,2024,3752.0,3752.0,,R
175980,2024,675.0,618.0,57.0,R
176008,2024,2517.0,2517.0,,R
176017,2024,26841.0,21111.0,5730.0,R
176035,2024,2841.0,2507.0,334.0,R
176044,2024,2826.0,2613.0,213.0,R
176053,2024,4960.0,3085.0,1875.0,R
176062,2024,75.0,75.0,,R
176071,2024,11554.0,11554.0,,R
176080,2024,25234.0,19891.0,5343.0,R
176169,2024,4097.0,4097.0,,R
176178,2024,9772.0,9772.0,,R
176239,2024,7302.0,7302.0,,R
176318,2024,517.0,517.0,,R
176336,2024,99.0,99.0,,R
176354,2024,2220.0,2220.0,,R
176372,2024,15411.0,11533.0,3878.0,R
176406,2024,729.0,700.0,29.0,R
176433,2024,93.0,93.0,,R
176451,2024,264.0,40.0,224.0,R
176479,2024,7130.0,4156.0,2974.0,R
176600,2024,125.0,,125.0,R
176628,2024,2505.0,1393.0,1112.0,R
176664,2024,421.0,376.0,45.0,R
176716,2024,204.0,204.0,,R
176770,2024,1026.0,815.0,211.0,R
176789,2024,295.0,215.0,80.0,R
176798,2024,215.0,215.0,,R
176910,2024,232.0,196.0,36.0,R
176947,2024,1067.0,1067.0,,R
176965,2024,17747.0,10028.0,7719.0,R
176983,2024,44.0,44.0,,R
177038,2024,780.0,196.0,584.0,R
177065,2024,8694.0,8119.0,575.0,R
177083,2024,43.0,43.0,,R
177092,2024,629.0,,629.0,R
177117,2024,269.0,269.0,,R
177126,2024,706.0,,706.0,R
177135,2024,5015.0,5015.0,,R
177144,2024,1180.0,979.0,201.0,R
177214,2024,1715.0,1432.0,283.0,R
177250,2024,3182.0,3182.0,,R
177278,2024,99.0,,99.0,R
177302,2024,929.0,929.0,,R
177339,2024,2510.0,1553.0,957.0,R
177418,2024,989.0,736.0,253.0,R
177436,2024,50.0,50.0,,R
177472,2024,14535.0,14535.0,,R
177542,2024,601.0,499.0,102.0,R
177551,2024,1339.0,1339.0,,R
177588,2024,96.0,96.0,,R
177603,2024,180.0,180.0,,R
177676,2024,4641.0,4641.0,,R
177685,2024,251.0,251.0,,R
177719,2024,859.0,728.0,131.0,R
177746,2024,811.0,811.0,,R
177816,2024,86.0,,86.0,R
177834,2024,4251.0,,4251.0,R
177931,2024,22.0,22.0,,R
177940,2024,2429.0,2296.0,133.0,R
177968,2024,10951.0,5957.0,4994.0,R
177977,2024,2547.0,2547.0,,R
177986,2024,2128.0,473.0,1655.0,R
177995,2024,17558.0,17558.0,,R
178059,2024,12225.0,7149.0,5076.0,R
178077,2024,142.0,142.0,,R
178183,2024,236.0,236.0,,R
178208,2024,5238.0,1804.0,3434.0,R
178217,2024,2960.0,2960.0,,R
178244,2024,6222.0,5212.0,1010.0,R
178341,2024,4967.0,4757.0,210.0,R
178369,2024,1825.0,1756.0,69.0,R
178387,2024,4325.0,4067.0,258.0,R
178396,2024,33430.0,25033.0,8397.0,R
178402,2024,17378.0,11533.0,5845.0,R
178411,2024,7655.0,5716.0,1939.0,R
178420,2024,17495.0,14394.0,3101.0,R
178448,2024,6740.0,6740.0,,R
178518,2024,186.0,,186.0,R
178527,2024,89.0,89.0,,R
178615,2024,3994.0,3525.0,469.0,R
178624,2024,12279.0,6140.0,6139.0,R
178679,2024,799.0,682.0,117.0,R
178697,2024,1609.0,1609.0,,R
178721,2024,8746.0,7211.0,1535.0,R
178767,2024,133.0,133.0,,R
178828,2024,16.0,16.0,,R
178891,2024,2057.0,2057.0,,R
178989,2024,358.0,301.0,57.0,R
179043,2024,4068.0,2622.0,1446.0,R
179159,2024,19321.0,11619.0,7702.0,R
179195,2024,46.0,46.0,,R
179265,2024,654.0,288.0,366.0,R
179308,2024,21669.0,21669.0,,R
179317,2024,115.0,,115.0,R
179326,2024,2469.0,1841.0,628.0,R
179344,2024,2240.0,2240.0,,R
179511,2024,203.0,203.0,,R
179539,2024,4947.0,4947.0,,R
179548,2024,585.0,401.0,184.0,R
179557,2024,10995.0,9015.0,1980.0,R
179566,2024,27054.0,21763.0,5291.0,R
179645,2024,3410.0,3410.0,,R
179715,2024,2598.0,2598.0,,R
179812,2024,2061.0,,2061.0,R
179867,2024,18015.0,9064.0,8951.0,R
179894,2024,10103.0,2621.0,7482.0,R
179946,2024,625.0,625.0,,R
179955,2024,948.0,907.0,41.0,R
179964,2024,2384.0,1426.0,958.0,R
179991,2024,49.0,49.0,,R
180054,2024,418.0,418.0,,R
180063,2024,30.0,30.0,,R
180081,2024,916.0,916.0,,R
180090,2024,111.0,111.0,,R
180106,2024,1141.0,1100.0,41.0,R
180151,2024,813.0,813.0,,R
180160,2024,408.0,408.0,,R
180179,2024,5275.0,4891.0,384.0,R
180197,2024,3299.0,3299.0,,R
180203,2024,239.0,239.0,,R
180212,2024,699.0,699.0,,R
180249,2024,1996.0,1996.0,,R
180258,2024,914.0,694.0,220.0,R
180276,2024,1965.0,1965.0,,R
180328,2024,490.0,490.0,,R
180373,2024,1302.0,1302.0,,R
180416,2024,1785.0,1553.0,232.0,R
180461,2024,18998.0,16436.0,2562.0,R
180489,2024,12702.0,9366.0,3336.0,R
180522,2024,1262.0,1212.0,50.0,R
180595,2024,1108.0,842.0,266.0,R
180647,2024,925.0,868.0,57.0,R
180692,2024,1782.0,1755.0,27.0,R
180814,2024,20201.0,15332.0,4869.0,R
180832,2024,1339.0,742.0,597.0,R
180878,2024,987.0,815.0,172.0,R
180902,2024,9995.0,9995.0,,R
180948,2024,2619.0,2053.0,566.0,R
180957,2024,105.0,105.0,,R
180984,2024,3966.0,3225.0,741.0,R
181002,2024,9884.0,4980.0,4904.0,R
181020,2024,2427.0,1310.0,1117.0,R
181127,2024,1043.0,1017.0,26.0,R
181145,2024,25.0,25.0,,R
181190,2024,137.0,137.0,,R
181215,2024,7218.0,4666.0,2552.0,R
181297,2024,1175.0,852.0,323.0,R
181303,2024,24188.0,24188.0,,R
181312,2024,2831.0,2831.0,,R
181330,2024,1867.0,1514.0,353.0,R
181394,2024,17737.0,13664.0,4073.0,R
181419,2024,919.0,919.0,,R
181428,2024,4194.0,1051.0,3143.0,R
181446,2024,4462.0,4241.0,221.0,R
181464,2024,25883.0,20244.0,5639.0,R
181491,2024,6815.0,6815.0,,R
181534,2024,2262.0,1962.0,300.0,R
181543,2024,24.0,24.0,,R
181604,2024,856.0,570.0,286.0,R
181640,2024,13995.0,13995.0,,R
181738,2024,754.0,654.0,100.0,R
181765,2024,286.0,286.0,,R
181783,2024,5949.0,4696.0,1253.0,R
181817,2024,1948.0,1948.0,,R
181853,2024,759.0,567.0,192.0,R
181880,2024,353.0,353.0,,R
182005,2024,39425.0,39425.0,,R
182148,2024,763.0,763.0,,R
182281,2024,35921.0,29575.0,6346.0,R
182290,2024,26890.0,22315.0,4575.0,R
182306,2024,4266.0,4266.0,,R
182500,2024,13953.0,13953.0,,R
182564,2024,5583.0,5583.0,,R
182634,2024,1120.0,983.0,137.0,R
182670,2024,7434.0,5017.0,2417.0,R
182704,2024,116.0,116.0,,R
182722,2024,235.0,235.0,,R
182795,2024,1972.0,1214.0,758.0,R
182829,2024,701.0,,701.0,R
182892,2024,94.0,94.0,,R
182980,2024,4152.0,1229.0,2923.0,R
183026,2024,255134.0,212123.0,43011.0,R
183035,2024,30.0,30.0,,R
183044,2024,14676.0,12025.0,2651.0,R
183062,2024,3123.0,2938.0,185.0,R
183071,2024,1586.0,1218.0,368.0,R
183080,2024,4102.0,3429.0,673.0,R
183099,2024,4978.0,4978.0,,R
183105,2024,1400.0,1400.0,,R
183114,2024,2343.0,2343.0,,R
183123,2024,1998.0,1998.0,,R
183132,2024,5528.0,5528.0,,R
183141,2024,3340.0,3340.0,,R
183150,2024,3995.0,3995.0,,R
183202,2024,100.0,100.0,,R
183211,2024,3434.0,1491.0,1943.0,R
183239,2024,2143.0,2116.0,27.0,R
183248,2024,170.0,170.0,,R
183257,2024,2257.0,1997.0,260.0,R
183275,2024,100.0,100.0,,R
183488,2024,1139.0,1139.0,,R
183600,2024,36.0,36.0,,R
183655,2024,7382.0,7382.0,,R
183725,2024,655.0,655.0,,R
183743,2024,16693.0,16693.0,,R
183789,2024,2833.0,2694.0,139.0,R
183804,2024,10102.0,4483.0,5619.0,R
183822,2024,967.0,961.0,6.0,R
183859,2024,14556.0,14556.0,,R
183877,2024,11735.0,11735.0,,R
183910,2024,2068.0,1548.0,520.0,R
183938,2024,15292.0,15292.0,,R
183974,2024,1740.0,1022.0,718.0,R
183983,2024,155.0,155.0,,R
184056,2024,1045.0,1045.0,,R
184092,2024,1147.0,1147.0,,R
184180,2024,8995.0,8995.0,,R
184205,2024,4418.0,4418.0,,R
184348,2024,2502.0,1763.0,739.0,R
184427,2024,529.0,529.0,,R
184481,2024,9358.0,9358.0,,R
184506,2024,188.0,188.0,,R
184603,2024,8836.0,6194.0,2642.0,R
184612,2024,2761.0,2130.0,631.0,R
184694,2024,3238.0,2202.0,1036.0,R
184746,2024,221.0,221.0,,R
184773,2024,2270.0,1719.0,551.0,R
184782,2024,22902.0,17132.0,5770.0,R
184791,2024,7961.0,7961.0,,R
184816,2024,215.0,215.0,,R
184959,2024,1074.0,1074.0,,R
184968,2024,185.0,185.0,,R
184995,2024,10498.0,10498.0,,R
185129,2024,7008.0,4830.0,2178.0,R
185262,2024,15610.0,13130.0,2480.0,R
185396,2024,2569.0,2569.0,,R
185466,2024,601.0,601.0,,R
185509,2024,8853.0,8853.0,,R
185536,2024,17222.0,17222.0,,R
185572,2024,5323.0,4043.0,1280.0,R
185590,2024,25785.0,20151.0,5634.0,R
185679,2024,792.0,792.0,,R
185721,2024,714.0,714.0,,R
185758,2024,162.0,,162.0,R
185767,2024,431.0,431.0,,R
185828,2024,14640.0,10578.0,4062.0,R
185873,2024,12532.0,12532.0,,R
185970,2024,180.0,180.0,,R
186016,2024,736.0,736.0,,R
186034,2024,8178.0,8178.0,,R
186052,2024,1536.0,1536.0,,R
186122,2024,315.0,,315.0,R
186131,2024,9042.0,5759.0,3283.0,R
186186,2024,323.0,307.0,16.0,R
186201,2024,6346.0,5721.0,625.0,R
186274,2024,396.0,396.0,,R
186283,2024,4932.0,3807.0,1125.0,R
186371,2024,6622.0,4484.0,2138.0,R
186380,2024,57297.0,41428.0,15869.0,R
186399,2024,12739.0,8803.0,3936.0,R
186405,2024,15.0,15.0,,R
186423,2024,53.0,53.0,,R
186432,2024,4961.0,3011.0,1950.0,R
186469,2024,2084.0,2084.0,,R
186584,2024,12878.0,9048.0,3830.0,R
186593,2024,328.0,328.0,,R
186618,2024,1175.0,802.0,373.0,R
186645,2024,9716.0,9716.0,,R
186867,2024,9650.0,4180.0,5470.0,R
186876,2024,12036.0,10906.0,1130.0,R
186900,2024,85.0,85.0,,R
187000,2024,855.0,855.0,,R
187046,2024,10924.0,9844.0,1080.0,R
187134,2024,8588.0,7651.0,937.0,R
187198,2024,11360.0,11360.0,,R
187444,2024,11608.0,7860.0,3748.0,R
187505,2024,781.0,781.0,,R
187532,2024,27915.0,27915.0,,R
187596,2024,2004.0,1974.0,30.0,R
187620,2024,8861.0,8861.0,,R
187639,2024,3275.0,3275.0,,R
187648,2024,7107.0,5410.0,1697.0,R
187666,2024,2918.0,2918.0,,R
187745,2024,1100.0,1012.0,88.0,R
187897,2024,3565.0,2095.0,1470.0,R
187903,2024,2646.0,2646.0,,R
187912,2024,528.0,528.0,,R
187958,2024,3097.0,3097.0,,R
187967,2024,2088.0,1477.0,611.0,R
187976,2024,1936.0,1936.0,,R
187985,2024,24675.0,18363.0,6312.0,R
187994,2024,1593.0,1593.0,,R
188003,2024,1917.0,1917.0,,R
188021,2024,1286.0,1286.0,,R
188030,2024,16904.0,13685.0,3219.0,R
188049,2024,3736.0,3736.0,,R
188058,2024,1685.0,1685.0,,R
188100,2024,8421.0,8421.0,,R
188137,2024,5210.0,5210.0,,R
188182,2024,1353.0,356.0,997.0,R
188207,2024,347.0,,347.0,R
188216,2024,305.0,305.0,,R
188225,2024,1897.0,1897.0,,R
188261,2024,844.0,844.0,,R
188289,2024,87.0,87.0,,R
188304,2024,4545.0,3311.0,1234.0,R
188340,2024,1731.0,1716.0,15.0,R
188429,2024,8359.0,5510.0,2849.0,R
188438,2024,3851.0,3851.0,,R
188517,2024,321.0,321.0,,R
188526,2024,907.0,505.0,402.0,R
188535,2024,731.0,,731.0,R
188580,2024,903.0,,903.0,R
188641,2024,2300.0,1663.0,637.0,R
188650,2024,566.0,566.0,,R
188669,2024,88.0,88.0,,R
188678,2024,243.0,243.0,,R
188687,2024,448.0,448.0,,R
188854,2024,1725.0,1714.0,11.0,R
188890,2024,2370.0,2370.0,,R
188915,2024,29.0,29.0,,R
188942,2024,295.0,295.0,,R
189015,2024,1043.0,,1043.0,R
189088,2024,3329.0,2828.0,501.0,R
189097,2024,3711.0,3711.0,,R
189219,2024,218.0,218.0,,R
189228,2024,2910.0,2502.0,408.0,R
189255,2024,141.0,141.0,,R
189273,2024,83.0,83.0,,R
189282,2024,425.0,425.0,,R
189404,2024,163.0,163.0,,R
189413,2024,717.0,565.0,152.0,R
189468,2024,224.0,224.0,,R
189477,2024,232.0,232.0,,R
189501,2024,1186.0,,1186.0,R
189547,2024,6640.0,6640.0,,R
189565,2024,672.0,672.0,,R
189583,2024,4217.0,4217.0,,R
189592,2024,475.0,475.0,,R
189705,2024,2919.0,1933.0,986.0,R
189714,2024,544.0,544.0,,R
189811,2024,1316.0,1316.0,,R
189839,2024,5448.0,5448.0,,R
189857,2024,946.0,838.0,108.0,R
189990,2024,1432.0,1432.0,,R
190008,2024,50.0,50.0,,R
190044,2024,4041.0,2619.0,1422.0,R
190053,2024,1171.0,1171.0,,R
190071,2024,149.0,149.0,,R
190080,2024,97.0,,97.0,R
190099,2024,3224.0,3206.0,18.0,R
190114,2024,999.0,630.0,369.0,R
190150,2024,39113.0,9911.0,29202.0,R
190169,2024,2093.0,2093.0,,R
190239,2024,272.0,272.0,,R
190318,2024,381.0,381.0,,R
190372,2024,998.0,916.0,82.0,R
190415,2024,26727.0,16282.0,10445.0,R
190424,2024,1431.0,,1431.0,R
190442,2024,4464.0,4464.0,,R
190451,2024,257.0,257.0,,R
190503,2024,4119.0,3950.0,169.0,R
190512,2024,22934.0,18552.0,4382.0,R
190521,2024,25782.0,25782.0,,R
190530,2024,9183.0,9183.0,,R
190549,2024,17247.0,14043.0,3204.0,R
190558,2024,13127.0,12023.0,1104.0,R
190567,2024,17741.0,14566.0,3175.0,R
190576,2024,11166.0,4391.0,6775.0,R
190585,2024,7452.0,7452.0,,R
190594,2024,26815.0,20080.0,6735.0,R
190600,2024,16642.0,14340.0,2302.0,R
190619,2024,23445.0,23445.0,,R
190628,2024,18176.0,18176.0,,R
190637,2024,16695.0,14672.0,2023.0,R
190646,2024,4918.0,4918.0,,R
190655,2024,16916.0,16916.0,,R
190664,2024,20162.0,17148.0,3014.0,R
190673,2024,14588.0,14588.0,,R
190682,2024,696.0,,696.0,R
190691,2024,8099.0,7834.0,265.0,R
190707,2024,19.0,19.0,,R
190716,2024,2609.0,1319.0,1290.0,R
190725,2024,2945.0,1978.0,967.0,R
190752,2024,58.0,58.0,,R
190761,2024,1875.0,1491.0,384.0,R
190840,2024,8327.0,8327.0,,R
190956,2024,160.0,160.0,,R
190983,2024,696.0,645.0,51.0,R
191083,2024,12566.0,12566.0,,R
191126,2024,8986.0,8696.0,290.0,R
191199,2024,8507.0,8507.0,,R
191205,2024,939.0,870.0,69.0,R
191241,2024,17965.0,11053.0,6912.0,R
191302,2024,2016.0,2016.0,,R
191311,2024,285.0,285.0,,R
191339,2024,5487.0,5487.0,,R
191515,2024,2102.0,2102.0,,R
191533,2024,1161.0,1160.0,1.0,R
191597,2024,940.0,940.0,,R
191612,2024,2698.0,2698.0,,R
191621,2024,2827.0,2788.0,39.0,R
191630,2024,1699.0,1647.0,52.0,R
191649,2024,11251.0,6641.0,4610.0,R
191676,2024,1090.0,1035.0,55.0,R
191719,2024,15566.0,15566.0,,R
191728,2024,1680.0,1680.0,,R
191931,2024,4328.0,3589.0,739.0,R
191940,2024,182.0,182.0,,R
191959,2024,61.0,61.0,,R
191968,2024,5205.0,4580.0,625.0,R
191986,2024,4684.0,4684.0,,R
192004,2024,304.0,304.0,,R
192022,2024,3211.0,3211.0,,R
192040,2024,324.0,174.0,150.0,R
192110,2024,1070.0,661.0,409.0,R
192165,2024,207.0,207.0,,R
192192,2024,1420.0,1002.0,418.0,R
192271,2024,1732.0,1355.0,377.0,R
192323,2024,3443.0,2731.0,712.0,R
192448,2024,18013.0,12861.0,5152.0,R
192484,2024,196.0,196.0,,R
192624,2024,160.0,160.0,,R
192688,2024,696.0,696.0,,R
192703,2024,3693.0,3018.0,675.0,R
192712,2024,1112.0,552.0,560.0,R
192749,2024,2911.0,1457.0,1454.0,R
192785,2024,952.0,886.0,66.0,R
192800,2024,16.0,16.0,,R
192819,2024,7361.0,6240.0,1121.0,R
192864,2024,1741.0,1741.0,,R
192961,2024,164.0,164.0,,R
192970,2024,12.0,12.0,,R
193016,2024,10508.0,7444.0,3064.0,R
193052,2024,609.0,355.0,254.0,R
193061,2024,50.0,47.0,3.0,R
193070,2024,67.0,46.0,21.0,R
193201,2024,593.0,593.0,,R
193247,2024,130.0,111.0,19.0,R
193265,2024,86.0,86.0,,R
193283,2024,8773.0,8773.0,,R
193292,2024,9845.0,7019.0,2826.0,R
193308,2024,10507.0,8175.0,2332.0,R
193326,2024,20035.0,20035.0,,R
193353,2024,2620.0,2170.0,450.0,R
193380,2024,151.0,151.0,,R
193399,2024,5169.0,3790.0,1379.0,R
193405,2024,1253.0,,1253.0,R
193478,2024,17756.0,17756.0,,R
193584,2024,2673.0,2023.0,650.0,R
193609,2024,71.0,71.0,,R
193654,2024,10813.0,8010.0,2803.0,R
193751,2024,601.0,,601.0,R
193821,2024,1063.0,,1063.0,R
193830,2024,1582.0,,1582.0,R
193858,2024,414.0,414.0,,R
193894,2024,56.0,,56.0,R
193900,2024,63571.0,33020.0,30551.0,R
193946,2024,5142.0,5142.0,,R
193973,2024,5148.0,3246.0,1902.0,R
193991,2024,84.0,84.0,,R
194028,2024,2061.0,2061.0,,R
194073,2024,370.0,,370.0,R
194091,2024,7224.0,3537.0,3687.0,R
194116,2024,816.0,663.0,153.0,R
194189,2024,133.0,133.0,,R
194222,2024,10278.0,10278.0,,R
194240,2024,6530.0,6530.0,,R
194310,2024,16012.0,9209.0,6803.0,R
194392,2024,1199.0,1178.0,21.0,R
194435,2024,152.0,152.0,,R
194499,2024,1429.0,1429.0,,R
194569,2024,161.0,161.0,,R
194578,2024,6094.0,4517.0,1577.0,R
194657,2024,285.0,167.0,118.0,R
194666,2024,514.0,439.0,75.0,R
194693,2024,61.0,61.0,,R
194718,2024,85.0,85.0,,R
194736,2024,164.0,164.0,,R
194763,2024,610.0,383.0,227.0,R
194824,2024,7752.0,6348.0,1404.0,R
194958,2024,2197.0,1518.0,679.0,R
195003,2024,19382.0,16004.0,3378.0,R
195030,2024,14407.0,7770.0,6637.0,R
195049,2024,286.0,,286.0,R
195058,2024,7953.0,7953.0,,R
195067,2024,655.0,655.0,,R
195128,2024,2309.0,1141.0,1168.0,R
195155,2024,184.0,,184.0,R
195164,2024,2977.0,1999.0,978.0,R
195173,2024,4953.0,2035.0,2918.0,R
195191,2024,315.0,315.0,,R
195216,2024,2186.0,2151.0,35.0,R
195243,2024,2433.0,2222.0,211.0,R
195289,2024,167.0,167.0,,R
195304,2024,1898.0,1652.0,246.0,R
195322,2024,5054.0,5054.0,,R
195438,2024,171.0,164.0,7.0,R
195474,2024,3948.0,3773.0,175.0,R
195526,2024,2860.0,2860.0,,R
195544,2024,5255.0,4362.0,893.0,R
195580,2024,93.0,,93.0,R
195702,2024,158.0,158.0,,R
195720,2024,4058.0,2723.0,1335.0,R
195784,2024,888.0,888.0,,R
195809,2024,21357.0,16998.0,4359.0,R
195988,2024,2168.0,2168.0,,R
196006,2024,4281.0,4281.0,,R
196015,2024,4269.0,4269.0,,R
196024,2024,3078.0,2906.0,172.0,R
196033,2024,2837.0,2837.0,,R
196042,2024,18499.0,18458.0,41.0,R
196051,2024,2452.0,2440.0,12.0,R
196060,2024,27172.0,21800.0,5372.0,R
196079,2024,20575.0,16074.0,4501.0,R
196088,2024,35427.0,22843.0,12584.0,R
196097,2024,33031.0,23741.0,9290.0,R
196103,2024,3230.0,2791.0,439.0,R
196112,2024,3006.0,2080.0,926.0,R
196121,2024,8138.0,6165.0,1973.0,R
196130,2024,8083.0,6899.0,1184.0,R
196149,2024,7824.0,6575.0,1249.0,R
196158,2024,3582.0,3125.0,457.0,R
196167,2024,4230.0,4139.0,91.0,R
196176,2024,8697.0,7493.0,1204.0,R
196185,2024,6263.0,5541.0,722.0,R
196194,2024,9219.0,7762.0,1457.0,R
196200,2024,3479.0,2708.0,771.0,R
196219,2024,3686.0,3619.0,67.0,R
196228,2024,396.0,,396.0,R
196237,2024,5954.0,5477.0,477.0,R
196246,2024,5289.0,4524.0,765.0,R
196255,2024,2501.0,324.0,2177.0,R
196264,2024,16287.0,12735.0,3552.0,R
196291,2024,1563.0,1421.0,142.0,R
196307,2024,1479.0,205.0,1274.0,R
196389,2024,1886.0,1886.0,,R
196413,2024,37243.0,28695.0,8548.0,R
196431,2024,360.0,360.0,,R
196440,2024,17.0,15.0,2.0,R
196468,2024,5434.0,,5434.0,R
196565,2024,7983.0,7983.0,,R
196583,2024,96.0,96.0,,R
196592,2024,14626.0,6341.0,8285.0,R
196653,2024,1421.0,1421.0,,R
196680,2024,18823.0,16699.0,2124.0,R
196699,2024,3630.0,3630.0,,R
196866,2024,2118.0,2118.0,,R
196884,2024,272.0,,272.0,R
197018,2024,2006.0,2006.0,,R
197027,2024,960.0,947.0,13.0,R
197036,2024,4656.0,4656.0,,R
197045,2024,4702.0,3109.0,1593.0,R
197133,2024,2609.0,2609.0,,R
197142,2024,595.0,595.0,,R
197151,2024,4198.0,3557.0,641.0,R
197197,2024,2017.0,1655.0,362.0,R
197221,2024,106.0,106.0,,R
197285,2024,1575.0,1575.0,,R
197294,2024,15595.0,15595.0,,R
197337,2024,84.0,84.0,,R
197531,2024,683.0,683.0,,R
197601,2024,170.0,139.0,31.0,R
197647,2024,155.0,122.0,33.0,R
197674,2024,272.0,250.0,22.0,R
197692,2024,100.0,85.0,15.0,R
197708,2024,7568.0,3338.0,4230.0,R
197735,2024,1184.0,956.0,228.0,R
197744,2024,247.0,200.0,47.0,R
197814,2024,3469.0,3469.0,,R
197850,2024,4805.0,4805.0,,R
197869,2024,23026.0,20856.0,2170.0,R
197887,2024,9190.0,9190.0,,R
197911,2024,1387.0,1263.0,124.0,R
197966,2024,2523.0,2523.0,,R
197984,2024,1797.0,1684.0,113.0,R
197993,2024,203.0,203.0,,R
